head,relation,tail
author::nyyfjCgAAAAJ,writes,paper::171
author::hn5jrnAAAAAJ,writes,paper::171
paper::171,has topic,topic::28
paper::171,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::hn5jrnAAAAAJ,writes,paper::172
author::cPj-iOIAAAAJ,writes,paper::172
paper::172,has topic,topic::26
paper::172,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::hn5jrnAAAAAJ,writes,paper::173
author::bTjH6IgAAAAJ,writes,paper::173
paper::173,has topic,topic::25
paper::173,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::174
author::CxdwNaYAAAAJ,writes,paper::174
paper::174,has topic,topic::11
paper::174,published in,journal::Ranah Research: Journal of Multidisciplinary Research and Development
author::hn5jrnAAAAAJ,writes,paper::175
author::nyyfjCgAAAAJ,writes,paper::175
paper::175,has topic,topic::28
paper::175,published in,"journal::Indonesian Journal of Electronics, Electromedical Engineering, and Medical"
author::nyyfjCgAAAAJ,writes,paper::176
author::hn5jrnAAAAAJ,writes,paper::176
paper::176,has topic,topic::25
paper::176,published in,"journal::Indonesian Journal of Electronics, Electromedical Engineering, and Medical"
author::cPj-iOIAAAAJ,writes,paper::177
author::6MXDzBQAAAAJ,writes,paper::177
author::hn5jrnAAAAAJ,writes,paper::177
paper::177,has topic,topic::26
paper::177,published in,journal::Eight International Conference on Vocational Education and Electrical
author::hn5jrnAAAAAJ,writes,paper::178
paper::178,has topic,topic::44
paper::178,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::179
paper::179,has topic,topic::57
paper::179,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::180
paper::180,has topic,topic::28
paper::180,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::181
paper::181,has topic,topic::38
paper::181,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::182
paper::182,has topic,topic::38
paper::182,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::183
paper::183,has topic,topic::24
paper::183,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::JsEkeOsAAAAJ,writes,paper::184
author::hn5jrnAAAAAJ,writes,paper::184
paper::184,has topic,topic::38
paper::184,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::185
paper::185,has topic,topic::0
paper::185,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::186
paper::186,has topic,topic::29
paper::186,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::187
paper::187,has topic,topic::24
paper::187,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::188
paper::188,has topic,topic::31
paper::188,published in,journal::Journal of Emerging Information Systems and Business Intelligence (JEISBI) 6
author::hn5jrnAAAAAJ,writes,paper::189
author::CxdwNaYAAAAJ,writes,paper::189
paper::189,has topic,topic::28
paper::189,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::nyyfjCgAAAAJ,writes,paper::190
author::hn5jrnAAAAAJ,writes,paper::190
paper::190,has topic,topic::25
paper::190,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::hn5jrnAAAAAJ,writes,paper::191
paper::191,has topic,topic::15
paper::191,published in,journal::International Journal of Intelligent Engineering & Systems
author::hn5jrnAAAAAJ,writes,paper::192
paper::192,has topic,topic::28
paper::192,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::193
paper::193,has topic,topic::18
paper::193,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::194
paper::194,has topic,topic::37
paper::194,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::195
paper::195,has topic,topic::15
paper::195,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::196
paper::196,has topic,topic::29
paper::196,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::197
paper::197,has topic,topic::12
paper::197,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::bTjH6IgAAAAJ,writes,paper::198
author::hn5jrnAAAAAJ,writes,paper::198
paper::198,has topic,topic::28
paper::198,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::199
paper::199,has topic,topic::28
paper::199,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::200
paper::200,has topic,topic::28
paper::200,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::201
paper::201,has topic,topic::12
paper::201,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::202
paper::202,has topic,topic::28
paper::202,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::203
paper::203,has topic,topic::31
paper::203,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::204
paper::204,has topic,topic::28
paper::204,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::205
paper::205,has topic,topic::25
paper::205,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::206
paper::206,has topic,topic::54
paper::206,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::207
paper::207,has topic,topic::26
paper::207,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::208
paper::208,has topic,topic::28
paper::208,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::209
paper::209,has topic,topic::25
paper::209,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::210
paper::210,has topic,topic::28
paper::210,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::211
paper::211,has topic,topic::0
paper::211,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::212
paper::212,has topic,topic::30
paper::212,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::lmlBHlsAAAAJ,writes,paper::213
author::TB0QfMoAAAAJ,writes,paper::213
author::Tp_X_bYAAAAJ,writes,paper::213
author::hn5jrnAAAAAJ,writes,paper::213
author::CxdwNaYAAAAJ,writes,paper::213
paper::213,has topic,topic::20
paper::213,published in,journal::Journal of Robotics and Control (JRC)
author::hn5jrnAAAAAJ,writes,paper::214
paper::214,has topic,topic::26
paper::214,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::215
paper::215,has topic,topic::28
paper::215,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::216
paper::216,has topic,topic::28
paper::216,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::217
paper::217,has topic,topic::28
paper::217,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::218
paper::218,has topic,topic::28
paper::218,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::219
paper::219,has topic,topic::0
paper::219,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::220
paper::220,has topic,topic::53
paper::220,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::221
paper::221,has topic,topic::28
paper::221,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::222
paper::222,has topic,topic::11
paper::222,published in,journal::Zifatama Jawara
author::8wFXNjYAAAAJ,writes,paper::223
author::hn5jrnAAAAAJ,writes,paper::223
author::CxdwNaYAAAAJ,writes,paper::223
paper::223,has topic,topic::25
paper::223,published in,journal::JIEET (Journal of Information Engineering and Educational Technology)
author::aW1lSOYAAAAJ,writes,paper::224
author::hn5jrnAAAAAJ,writes,paper::224
paper::224,has topic,topic::29
paper::224,published in,journal::Insyst
author::hn5jrnAAAAAJ,writes,paper::225
paper::225,has topic,topic::54
paper::225,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::226
paper::226,has topic,topic::28
paper::226,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::hn5jrnAAAAAJ,writes,paper::227
paper::227,has topic,topic::27
paper::227,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::8wFXNjYAAAAJ,writes,paper::228
author::hn5jrnAAAAAJ,writes,paper::228
author::CxdwNaYAAAAJ,writes,paper::228
paper::228,has topic,topic::28
paper::228,published in,"journal::Journal Information Engineering and Educational Technology), 869X"
author::hn5jrnAAAAAJ,writes,paper::229
paper::229,has topic,topic::45
paper::229,published in,journal::Institut Teknologi Sepuluh Nopember
author::hn5jrnAAAAAJ,writes,paper::230
paper::230,has topic,topic::28
paper::230,published in,journal::International Journal of Intelligent Engineering & Systems
author::hn5jrnAAAAAJ,writes,paper::231
paper::231,has topic,topic::0
paper::231,published in,"journal::International Conference on Computer Engineering, Network, and"
author::OffRzhoAAAAJ,writes,paper::232
author::LsydBAMAAAAJ,writes,paper::232
author::8wFXNjYAAAAJ,writes,paper::232
author::hn5jrnAAAAAJ,writes,paper::232
paper::232,has topic,topic::28
paper::232,published in,journal::MATEC Web of Conferences
author::OffRzhoAAAAJ,writes,paper::233
author::hn5jrnAAAAAJ,writes,paper::233
paper::233,has topic,topic::28
paper::233,published in,journal::Jurnal Nasional Teknik Elektro Dan Teknologi Informasi (JNTETI)
author::LsydBAMAAAAJ,writes,paper::234
author::hn5jrnAAAAAJ,writes,paper::234
paper::234,has topic,topic::39
paper::234,published in,"journal::International Conference on Educational, Management, Administration and"
author::hn5jrnAAAAAJ,writes,paper::235
paper::235,has topic,topic::27
paper::235,published in,journal::Jurnal Manajemen Informatika
author::hn5jrnAAAAAJ,writes,paper::236
paper::236,has topic,topic::58
paper::236,published in,journal::J. Manaj. Inform
author::hn5jrnAAAAAJ,writes,paper::237
paper::237,has topic,topic::27
paper::237,published in,journal::Jurnal Manajemen Informatika
author::hn5jrnAAAAAJ,writes,paper::238
paper::238,has topic,topic::32
paper::238,published in,journal::Jurnal Manajemen Informatika
author::hn5jrnAAAAAJ,writes,paper::239
paper::239,has topic,topic::27
paper::239,published in,journal::Jurnal Manajemen Informatika
author::hn5jrnAAAAAJ,writes,paper::240
paper::240,has topic,topic::57
paper::240,published in,journal::Jurnal Manajemen Informatika
author::hn5jrnAAAAAJ,writes,paper::241
paper::241,has topic,topic::44
paper::241,published in,journal::Seminar Nasional Pascasarjana
author::hn5jrnAAAAAJ,writes,paper::242
paper::242,has topic,topic::39
paper::242,published in,journal::Jurnal Penelitian Pendidikan Matematika Dan Sains
author::hn5jrnAAAAAJ,writes,paper::243
paper::243,has topic,topic::39
paper::243,published in,journal::International Conference on Information and Communication Technology and
author::hn5jrnAAAAAJ,writes,paper::244
paper::244,has topic,topic::39
paper::244,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::245
paper::245,has topic,topic::30
paper::245,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::246
author::LsydBAMAAAAJ,writes,paper::246
paper::246,has topic,topic::23
paper::246,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::247
author::LsydBAMAAAAJ,writes,paper::247
paper::247,has topic,topic::44
paper::247,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::248
paper::248,has topic,topic::12
paper::248,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::249
author::LsydBAMAAAAJ,writes,paper::249
paper::249,has topic,topic::43
paper::249,published in,journal::Internal
author::hn5jrnAAAAAJ,writes,paper::250
paper::250,has topic,topic::43
paper::250,published in,journal::Internal
author::WdhKN0sAAAAJ,writes,paper::251
paper::251,has topic,topic::24
paper::251,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::252
paper::252,has topic,topic::30
paper::252,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::253
paper::253,has topic,topic::16
paper::253,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::254
paper::254,has topic,topic::16
paper::254,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::255
paper::255,has topic,topic::16
paper::255,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::256
paper::256,has topic,topic::24
paper::256,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::257
paper::257,has topic,topic::16
paper::257,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::258
paper::258,has topic,topic::15
paper::258,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::259
paper::259,has topic,topic::15
paper::259,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::260
paper::260,has topic,topic::24
paper::260,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::261
paper::261,has topic,topic::18
paper::261,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::262
paper::262,has topic,topic::29
paper::262,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::263
paper::263,has topic,topic::24
paper::263,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::264
paper::264,has topic,topic::15
paper::264,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::265
paper::265,has topic,topic::24
paper::265,published in,journal::Journal of Informatics and Computer Science (JINACS)
author::WdhKN0sAAAAJ,writes,paper::266
author::Iq3gzh4AAAAJ,writes,paper::266
paper::266,has topic,topic::47
paper::266,published in,journal::Pendas Mahakam: Jurnal Pendidikan dan Pembelajaran Sekolah Dasar
